id_publication;date_pub;article_title;categorie;nbr_authors
reference/wiley/HuaT08;2017-05-16;Parallel Database Management Systems.;incollection;2
reference/wiley/OliveiraPP08;2017-05-16;Data Structures and Algorithms.;incollection;3
reference/wiley/ChingCNLC08;2017-05-16;Distributed File Systems.;incollection;5
reference/wiley/Paun08;2017-05-16;Chomsky Hierarchy.;incollection;1
reference/wiley/Dracopoulos08;2017-05-16;Evolutionary Learning.;incollection;1
reference/wiley/Bomar08;2017-05-16;Microprogramming.;incollection;1
reference/wiley/TankusSY08;2017-05-16;Shape from Shading.;incollection;3
reference/wiley/MoserM08;2018-11-14;Service-Oriented Architecture and Web Services.;incollection;2
reference/cn/LinsterC14;2017-07-12;Computational Modeling of Olfactory Behavior.;incollection;2
reference/cn/Yau14;2017-07-12;Somatosensory Cortex: Neural Coding of Shape.;incollection;1
reference/cn/BrunelH14a;2017-07-12;Population Density Models.;incollection;2
reference/cn/Blackwell14;2017-07-12;Biochemical Signaling Pathways and Diffusion: Overview.;incollection;1
reference/cn/IjspeertC14;2017-07-12;Control of Aquatic and Terrestrial Gaits in Salamander.;incollection;2
reference/cn/Miller14a;2019-10-11;Decision Making, Threshold.;incollection;1
reference/cn/Sherwood14a;2017-07-12;FitzHugh-Nagumo Model.;incollection;1
reference/cn/Sterratt14;2017-07-12;Gating Current.;incollection;1
reference/cn/Ren14;2017-07-12;Visual Prosthesis, Optic Nerve Approaches.;incollection;1
reference/cn/SchultzIP14;2017-07-12;Applications of Information Theory to Analysis of Neural Data.;incollection;3
reference/cn/SongB14;2017-07-12;Hippocampal Memory Prosthesis.;incollection;2
reference/cn/Smolinski14a;2017-07-12;Multi-objective Evolutionary Algorithms.;incollection;1
reference/cn/FreedmanST14;2017-07-12;Wireless Microstimulators.;incollection;3
reference/cn/PapoBB14;2017-09-16;Network Theory in Neuroscience.;incollection;3
reference/cn/OrsbornC14;2017-07-12;Functional Neuroscience: Cortical Control of Limb Prosthesis.;incollection;2
reference/cn/SchwedhelmT14;2017-07-12;Attentional Top-Down Modulation, Models of.;incollection;2
reference/cn/Weiland14a;2017-07-12;Visual Prosthesis, Epiretinal Devices.;incollection;1
reference/cn/Gleeson14a;2017-07-12;Synthetic Neuronal Circuits/Networks.;incollection;1
reference/cn/Gutkin14;2017-07-12;Theta-Neuron Model.;incollection;1
reference/cn/Linster14a;2017-07-12;Neuromodulation: Overview.;incollection;1
reference/cn/FoxRN14;2017-07-12;Bursting in Neurons and Small Networks.;incollection;3
reference/cn/HinesC14a;2017-07-12;Numerical Integration Methods.;incollection;2
reference/cn/Bekkers14;2017-07-12;Resistivity, Axial.;incollection;1
reference/cn/Gunay14;2017-07-12;Neuronal Model Databases.;incollection;1
reference/cn/PressnitzerAS14;2017-07-12;Acoustic Timbre Recognition.;incollection;3
reference/cn/DannerHM14;2020-10-26;Finite Element Models of Transcutaneous Spinal Cord Stimulation.;incollection;3
reference/cn/Rubin14;2017-07-12;Basal Ganglia: Overview.;incollection;1
reference/cn/NeymotinTML14;2017-07-12;Brain Ischemia and Stroke.;incollection;4
reference/cn/Hutt14a;2017-07-12;Pattern Formation in Neural Population Models.;incollection;1
reference/cn/Ito14;2017-07-12;Spike-Triggered Average.;incollection;1
reference/cn/MeijS14;2017-07-12;Digital Filtering.;incollection;2
reference/cn/Kotz14;2017-07-12;Electrophysiological Indices of Speech Processing.;incollection;1
reference/cn/Knowlton14;2017-07-12;Basal Ganglia: Habit Formation.;incollection;1
reference/cn/Choe14d;2017-07-12;Hebbian Learning.;incollection;1
reference/cn/Rotstein14;2017-07-12;Mixed-Mode Oscillations in Single Neurons.;incollection;1
reference/cn/Destexhe14c;2017-07-12;Spindle Oscillations: Models.;incollection;1
reference/cn/Bose14;2017-07-12;Bifurcations Dynamics of Single Neurons and Small Networks.;incollection;1
reference/cn/Denham14;2017-07-12;Auditory Sensing Systems: Overview.;incollection;1
reference/cn/BojakB14;2019-10-19;Neuroimaging, Neural Population Models for.;incollection;2
reference/cn/HuysCS14;2017-07-12;Reward-Based Learning, Model-Based and Model-Free.;incollection;3
reference/cn/Baer14;2017-07-12;Dendritic Spines: Continuum Theory.;incollection;1
reference/cn/Krapp14;2017-07-12;Optic Flow Processing.;incollection;1
reference/cn/Clopath14;2017-07-12;Long-Term Plasticity, Biophysical Models.;incollection;1
reference/cn/Gastpar14;2017-07-12;Directed Information Flow and Causality in Neural Systems.;incollection;1
reference/cn/Liley14;2017-07-12;Down Under Neural Population Models.;incollection;1
reference/cn/Prescott14c;2017-07-12;Pathological Changes in Peripheral Nerve Excitability.;incollection;1
reference/cn/DudaniBR14;2018-11-14;MOOSE, the Multiscale Object-Oriented Simulation Environment.;incollection;3
reference/cn/Oliva14;2017-07-12;Collision Avoidance Models, Visually Guided.;incollection;1
reference/cn/WellingsBL14;2017-07-12;Vestibular Adaptation and Compensation.;incollection;3
reference/cn/Cutsuridis14;2017-07-12;Bradykinesia Models.;incollection;1
reference/cn/Dahlem14;2017-07-12;Migraines and Cortical Spreading Depression.;incollection;1
reference/cn/Schnupp14;2017-07-12;Pitch Perception, Models.;incollection;1
reference/cn/Braasch14;2017-07-12;Sound Localization in Mammals, Models.;incollection;1
reference/cn/KuznetsovG14;2017-08-01;Dopaminergic Cell Models.;incollection;2
reference/cn/Richmond14;2017-07-12;Neural Coding.;incollection;1
reference/cn/Gibson14;2017-07-12;Metabotropic Receptors Dynamics, Conductance Models.;incollection;1
reference/cn/Beierholm14;2017-07-12;Bayesian Approaches in Computational Neuroscience: Overview.;incollection;1
reference/cn/HauserS14;2017-07-12;Perceptual Decision Making.;incollection;2
reference/cn/Fuchs14;2017-07-12;Spatial Spectral Analysis.;incollection;1
reference/cn/Jirsa14a;2017-07-12;Synaptic Connectivity in Neural Population Models.;incollection;1
reference/cn/Deneve14;2017-07-12;Bayesian Inference with Spiking Neurons.;incollection;1
reference/cn/Potthast14a;2017-07-12;Inverse Problems in Neural Population Models.;incollection;1
reference/cn/SennP14;2017-07-12;Reinforcement Learning in Cortical Networks.;incollection;2
reference/cn/Destexhe14d;2017-07-12;Thermodynamic Models of Ion Channels.;incollection;1
reference/cn/ChakravarthyB14;2017-07-12;Basal Ganglia System as an Engine for Exploration.;incollection;2
reference/cn/RoslinB14;2017-07-12;Peripheral Nerve Interface Applications, Obesity.;incollection;2
reference/cn/Roberts14a;2017-07-12;AMPA Glutamate Receptor (AMPA Receptor), Conductance Models.;incollection;1
reference/cn/Torres14;2017-07-12;Boltzmann Machine.;incollection;1
reference/cn/LempkaM14;2017-07-12;Methodologies for the Treatment of Pain.;incollection;2
reference/cn/Oprisan14;2017-07-12;Multistability of Coupled Neuronal Oscillators.;incollection;1
reference/cn/Lieber14;2017-07-12;Cutaneous Mechanoreceptive Afferents: Neural Coding of Texture.;incollection;1
reference/cn/Hennig14a;2019-07-29;Retinal Waves, Models of.;incollection;1
reference/cn/RubinM14;2017-07-12;Computational Models of Deep Brain Stimulation (DBS).;incollection;2
reference/cn/LimWB14;2017-07-12;Central Vestibular Signal Processing.;incollection;3
reference/cn/Geit14;2017-07-12;Hybrid Parameter Optimization Methods.;incollection;1
reference/cn/Dhamala14;2017-07-12;Spectral Interdependency Methods.;incollection;1
reference/cn/Kass14;2017-07-12;Spike Train.;incollection;1
reference/cn/Gershman14;2017-07-12;Behavioural Analysis, Bayesian.;incollection;1
reference/cn/Ward14;2017-07-12;Peripheral Nerve Interface Applications: Vagal Nerve Stimulation.;incollection;1
reference/cn/Sharott14;2017-07-12;Local Field Potential, Methods of Recording.;incollection;1
reference/cn/Kingdom14;2017-07-12;Visual Illusions, Models of.;incollection;1
reference/cn/GleesonSC14;2017-07-12;Open Source Brain.;incollection;3
reference/cn/MassetK14;2017-07-12;Categorical Decisions.;incollection;2
reference/cn/Moran14;2017-07-12;Dynamic Causal Modeling with Neural Population Models.;incollection;1
reference/cn/Truccolo14;2017-07-12;Population Encoding/Decoding.;incollection;1
reference/cn/AbdelghaniAJ14;2017-07-12;Peripheral Nerve Interface Applications, EMG/ENG.;incollection;3
reference/cn/CurthoysM14;2017-07-12;Vestibular Eye Movement Testing.;incollection;2
reference/cn/Graham14a;2017-07-12;Modeling the Axon.;incollection;1
reference/cn/Gillespie14;2017-07-12;Gillespie Algorithm for Biochemical Reaction Simulation.;incollection;1
reference/cn/Schubert14;2017-07-12;Vestibular, Rehabilitation.;incollection;1
reference/cn/Engel14;2017-07-12;Sodium Channels.;incollection;1
reference/cn/JouclaY14;2017-07-12;Finite Element Modeling of Electrical Stimulation Using Microelectrodes.;incollection;2
reference/cn/BazhenovS14;2017-07-12;Olfactory Computation in Antennal Lobe and Mushroom Bodies.;incollection;2
reference/cn/EinevollH14;2017-07-12;Lateral Geniculate Nucleus (LGN) Models.;incollection;2
reference/cn/Bressler14;2017-07-12;Spectral Methods in Neural Data Analysis: Overview.;incollection;1
reference/cn/Salinas14;2017-07-12;Decision Making: Overview.;incollection;1
reference/cn/Yousif14;2017-07-12;Computational Models Supporting Parameter Finding for Deep Brain Stimulation.;incollection;1
reference/cn/ChenB14;2017-10-16;Generalized Linear Models for Point Process Analyses of Neural Spiking Activity.;incollection;2
reference/cn/Schulz14;2017-07-12;Neuronal Parameter Co-regulation.;incollection;1
reference/cn/Knosche14;2017-07-12;Bifurcations, Neural Population Models and.;incollection;1
reference/cn/Eglen14;2019-06-02;Retinotopic Development, Models of.;incollection;1
reference/cn/Ozaki14;2017-07-12;Statistical Analysis of Neuroimaging Data.;incollection;1
reference/cn/Kilpatrick14;2017-07-12;Wilson-Cowan Model.;incollection;1
reference/cn/Hucka14;2017-07-12;Systems Biology Markup Language (SBML).;incollection;1
reference/cn/DurrK14;2018-11-02;Tactile Sensing in Insects.;incollection;2
reference/cn/Knosche14a;2017-07-12;Chaos, Neural Population Models and.;incollection;1
reference/cn/Liang14;2017-07-12;Wavelet Analysis.;incollection;1
reference/cn/Holmes14;2017-07-12;Cable Equation.;incollection;1
reference/cn/ParekhA14;2017-07-12;NeuroMorpho.org.;incollection;2
reference/cn/Bair14;2017-07-12;Spatiotemporal Energy Models.;incollection;1
reference/cn/WingerdenK14;2017-07-12;Choice Behavior.;incollection;2
reference/cn/Berkowitz14;2017-07-12;Control of Locomotion and Scratching in Turtles.;incollection;1
reference/cn/Mongillo14;2017-07-12;Working Memory, Models of.;incollection;1
reference/cn/Durand14;2017-07-12;Peripheral Nerve Interface Applications, Sleep Apnea.;incollection;1
reference/cn/LebloisD14;2017-07-12;Basal Ganglia: Songbird Models.;incollection;2
reference/cn/Destexhe14;2017-07-12;Corticothalamic Feedback: Large-Scale Synchrony.;incollection;1
reference/cn/Baillet14;2017-07-12;Forward and Inverse Problems of MEG/EEG.;incollection;1
reference/cn/Vallabhajosula14;2017-07-12;Radiopharmaceuticals in Molecular Imaging.;incollection;1
reference/cn/Anastasio14;2017-07-12;Application of Declarative Programming in Neurobiology.;incollection;1
reference/cn/BoseN14;2017-07-12;Multistability Arising from Synaptic Dynamics.;incollection;2
reference/cn/WuCB14;2017-07-12;Time-Delayed Neural Networks: Stability and Oscillations.;incollection;3
reference/cn/Jirsa14;2017-07-12;Propagator, Axonal.;incollection;1
reference/cn/Yang14;2017-07-12;Reconstruction, Electron Microscopy.;incollection;1
reference/cn/Bota14;2017-07-12;Brain Architecture Management System (BAMS).;incollection;1
reference/cn/DegenaarB14;2017-07-12;Visual Prosthesis, Optogenetic Approaches.;incollection;2
reference/cn/Schwabe14;2017-07-12;Balanced State.;incollection;1
reference/cn/Venugopal14a;2017-07-12;Connectionist Models of CPG Networks.;incollection;1
reference/cn/DevonshireZB14;2017-07-12;Voltage-Sensitive Dye Imaging, Intrinsic Optical Signals.;incollection;3
reference/cn/Beeman14;2017-07-12;Hodgkin-Huxley Model.;incollection;1
reference/cn/TabakWO14;2017-07-12;Rhythm Generation in Embryonic Chick Spinal Cord.;incollection;3
reference/cn/FergusonS14;2018-11-02;Hippocampal Theta, Gamma, and Theta/Gamma Network Models.;incollection;2
reference/cn/Rosenbaum14;2017-07-12;Short Term Plasticity, Biophysical Models.;incollection;1
reference/cn/SchonerN14;2017-07-12;Coordination Dynamics.;incollection;2
reference/cn/DevergnasW14;2017-07-12;Local Field Potential and Movement Disorders.;incollection;2
reference/cn/DaiS14;2017-07-12;Vestibular Prosthesis, Interface.;incollection;2
reference/cn/Anastassiou14;2017-07-12;Local Field Potential, Ephaptic Interactions.;incollection;1
reference/cn/MarascoM14;2017-07-12;Reduced Morphology Models.;incollection;2
reference/cn/NakagawaD14;2017-07-12;Multiscale Brain Connectivity.;incollection;2
reference/cn/Olifer14;2017-07-12;Neuronal Parameter Sensitivity.;incollection;1
reference/cn/Matveev14a;2017-07-12;Facilitation, Biophysical Models.;incollection;1
reference/cn/Prescott14b;2017-07-12;Pain Processing Pathway Models.;incollection;1
reference/cn/Blais14;2017-07-12;Receptive Field Modeling.;incollection;1
reference/cn/Lytton14;2017-07-12;Modeling of Disease: Molecular Level, Overview.;incollection;1
reference/cn/Malmierca14;2017-07-12;Anatomy and Physiology of the Mammalian Auditory System.;incollection;1
reference/cn/Bojak14;2017-07-12;Gamma Rhythm, Neural Population Models of the.;incollection;1
reference/cn/CabralD14;2017-07-12;Spontaneous Activity, Models of.;incollection;2
reference/cn/ZecevicP14;2017-07-12;Action Potential Initiation.;incollection;2
reference/cn/ChenB14a;2017-10-16;State-Space Models for the Analysis of Neural Spike Train and Behavioral Data.;incollection;2
reference/cn/HillenJ14;2017-07-12;Peripheral Nerve Interface Applications: Respiratory Pacing.;incollection;2
reference/cn/Sanborn14;2017-07-12;Cognition, Bayesian Models of.;incollection;1
reference/cn/Amari14;2017-07-12;Information Geometry as Applied to Neural Spike Data.;incollection;1
reference/cn/BhariokeSCM14;2017-07-12;Drosophila Connectome.;incollection;4
reference/cn/Muldoon14;2019-06-02;Hippocampus, Model Network Architecture.;incollection;1
reference/cn/Netoff14;2017-07-12;Brain-Scale Networks: Overview.;incollection;1
reference/cn/ChelliahJLHN14;2019-09-16;BioModels Database: a public repository for sharing models of biological processes.;incollection;5
reference/cn/GerasimenkoE14;2017-07-12;Epidural Stimulation.;incollection;2
reference/cn/Shinn-Cunningham14;2019-06-02;Auditory Precedence Effect.;incollection;1
reference/cn/IncePS14;2017-07-12;Summary of Information Theoretic Quantities.;incollection;3
reference/cn/Gleeson14;2017-07-12;Software Tools for Modelling in Computational Neuroscience: Overview.;incollection;1
reference/cn/BendaT14;2017-07-12;Spike-Frequency Adaptation.;incollection;2
reference/cn/Bogacz14a;2017-07-12;Speed-Accuracy Trade-Off.;incollection;1
reference/cn/Lovell14;2017-07-12;Retinal/Visual Interfaces (Models, Theory, Techniques): Overview.;incollection;1
reference/cn/Li14;2018-03-09;Biophysical Models of Olfactory Mitral and Granule Cells.;incollection;1
reference/cn/Yu14;2017-07-12;Computational Models of Neuromodulation.;incollection;1
reference/cn/Prochazka14;2017-07-12;Proprioceptor Models.;incollection;1
reference/cn/Kotaleski14;2017-07-12;Signaling Pathways, Modeling of.;incollection;1
reference/cn/Murray14;2017-07-12;General Overview of Spinal Anatomy and Physiology Organization.;incollection;1
reference/cn/NowotnyM14;2017-07-12;Patch Clamp Technique.;incollection;2
reference/cn/Riera14;2017-07-12;Biophysical Models: Neurovascular Coupling, Cortical Microcircuits, and Metabolism.;incollection;1
reference/cn/Egelhaaf14;2017-07-12;Visual Processing in Free Flight.;incollection;1
reference/cn/Venugopal14b;2017-07-12;Motoneurons and Neuromuscular Systems: Overview.;incollection;1
reference/cn/WalT14;2017-07-12;Hippocampal Oscillations, Mechanisms (PING, ING, Sparse).;incollection;2
reference/cn/FrederickBC14;2017-07-12;Local Field Potential, Synchrony of.;incollection;3
reference/cn/Nelken14;2017-07-12;Context-Dependent Processing in Auditory Cortex.;incollection;1
reference/cn/Miller14;2019-10-11;Decision Making, Models.;incollection;1
reference/cn/Remme14;2017-07-12;Quasi-active Approximation of Nonlinear Dendritic Cables.;incollection;1
reference/cn/YuBNHN14;2017-07-12;Physiome Repository.;incollection;5
reference/cn/Kaiser14;2017-07-12;Neuropathologies and Networks.;incollection;1
reference/cn/Soofi14;2017-07-12;Neuronal Parameter Space Exploration.;incollection;1
reference/cn/Branner14;2017-07-12;Micro-Wires.;incollection;1
reference/cn/Matveev14;2017-07-12;Calcium-Dependent Exocytosis, Biophysical Models of.;incollection;1
reference/cn/Harrison14;2017-07-12;Significance Evaluation.;incollection;1
reference/cn/Girard14;2017-08-29;Basal Ganglia: Control of Saccades.;incollection;1
reference/cn/BakkerD14;2017-07-12;Collations of Connectivity Data on the Macaque Brain (CoCoMac).;incollection;2
reference/cn/Sterratt14a;2017-07-12;Goldman-Hodgkin-Katz Equations.;incollection;1
reference/cn/Aw14;2017-07-12;Vestibular, Canal Testing: The Head Impulse Test.;incollection;1
reference/cn/Steyn-RossSS14a;2017-07-12;Gap Junctions, Neural Population Models and.;incollection;3
reference/cn/Beuter14;2017-07-12;Parkinson's Disease: Deep Brain Stimulation.;incollection;1
reference/cn/Lewis14a;2017-07-12;Leech Local Bend: Neural Coding of Touch Location.;incollection;1
reference/cn/BaierM14;2017-07-12;Dynamic Diseases of the Brain.;incollection;2
reference/cn/Holmes14d;2017-07-12;Equivalent Cylinder Model (Rall).;incollection;1
reference/cn/Blackwell14b;2017-07-12;Modeling of Enzyme Kinetics.;incollection;1
reference/cn/Kay14;2017-07-12;Local Field Potential in Olfaction.;incollection;1
reference/cn/Huys14;2017-07-12;Computational Psychiatry.;incollection;1
reference/cn/Naud14;2017-07-12;Neuronal Model Reduction.;incollection;1
reference/cn/ButeraM14;2017-07-12;Brainstem Processing: Overview.;incollection;2
reference/cn/Yu14a;2017-07-12;Decision-Making Tasks.;incollection;1
reference/cn/Mill14;2017-07-12;Stimulus-Specific Adaptation, Models.;incollection;1
reference/cn/Wehr14;2017-07-12;Stimulus-Specific Information.;incollection;1
reference/cn/Choe14c;2017-07-12;Connectome, General.;incollection;1
reference/cn/Sanchez-Vives14;2017-07-12;Slow Oscillations: Physiology.;incollection;1
reference/cn/Macke14;2017-07-12;Electrophysiology Analysis, Bayesian.;incollection;1
reference/cn/Steyn-RossSS14;2017-07-12;Anesthesia, Neural Population Models of.;incollection;3
reference/cn/Goaillard14;2017-07-12;Neuronal Parameter Non-uniqueness.;incollection;1
reference/cn/Humphries14;2017-07-12;Basal Ganglia: Mechanisms for Action Selection.;incollection;1
reference/cn/Holmes14f;2017-07-12;Space (Length) Constant, Lambda, in Neuronal Signaling.;incollection;1
reference/cn/ErmentroutB14;2017-07-12;Flicker-Induced Phosphenes.;incollection;2
reference/cn/SennP14a;2017-07-12;Spike-Timing-Dependent Plasticity, Learning Rules.;incollection;2
reference/cn/WeiW14;2017-07-12;Basal Ganglia: Decision-Making.;incollection;2
reference/cn/Kolsch14;2017-07-12;Music Processing in the Brain.;incollection;1
reference/cn/FrijnsB14;2017-07-12;Auditory Prosthesis.;incollection;2
reference/cn/SumnerM14;2017-07-12;Sound Localization and Experience-Dependent Plasticity.;incollection;2
reference/cn/Frankel14;2017-07-12;Peripheral Nerve Interface, Intraneural Electrode.;incollection;1
reference/cn/Cymbalyuk14;2017-07-12;Multistability in Neurodynamics: Overview.;incollection;1
reference/cn/Beierholm14a;2017-07-12;Perception, Bayesian Models of.;incollection;1
reference/cn/Parraga14;2017-07-12;Color Vision, Computational Methods for.;incollection;1
reference/cn/Prut14;2017-07-12;Coordinate Transformations, Role of Spinal Cord in.;incollection;1
reference/cn/MorleyC14;2018-11-28;Retinal Neurophysiology.;incollection;2
reference/cn/Holmes14b;2017-07-12;Dendritic Spines.;incollection;1
reference/cn/Cardin14;2017-07-12;Optogenetics.;incollection;1
reference/cn/PlesserDGM14;2017-07-12;NEST: The Neural Simulation Tool.;incollection;4
reference/cn/Manis14;2020-10-26;Delayed Rectifier and A-Type Potassium Channels.;incollection;1
reference/cn/RattayDHM14;2020-10-26;Finite Element Modeling for Extracellular Stimulation.;incollection;4
reference/cn/WaltemathN14;2017-07-12;Simulation Experiment Description Markup Language (SED-ML).;incollection;2
reference/cn/Roberts14c;2017-07-12;Synaptic Dynamics: Overview.;incollection;1
reference/cn/TraubW14;2017-07-12;Delta Rhythms: Models and Physiology.;incollection;2
reference/cn/Borisyuk14a;2017-07-12;Morris-Lecar Model.;incollection;1
reference/cn/Langton14;2017-07-12;NDVis-Neuro.;incollection;1
reference/cn/Santamaria14;2017-07-12;Cerebellum: Overview.;incollection;1
reference/cn/LiC14;2017-07-12;Auditory Memory.;incollection;2
reference/cn/Moody14;2017-07-12;PhysioNet.;incollection;1
reference/cn/Oweiss14;2017-07-12;Brain-Machine Interface: Overview.;incollection;1
reference/cn/Schwabe14a;2017-07-12;Center-Surround Processing, Network Models of.;incollection;1
reference/cn/Rybak14;2017-07-12;Vertebrate Pattern Generation: Overview.;incollection;1
reference/cn/Neves14;2018-11-02;Models of Extracellular Signal-Regulated Kinases.;incollection;1
reference/cn/He14;2017-07-12;Electrocorticogram (ECoG).;incollection;1
reference/cn/Choe14e;2017-07-12;Physical Sectioning Microscopy.;incollection;1
reference/cn/TelenczukD14;2017-07-12;Local Field Potential, Relationship to Unit Activity.;incollection;2
reference/cn/GoodmanB14;2017-07-12;Brian Spiking Neural Network Simulator.;incollection;2
reference/cn/Gerstein14a;2017-07-12;Joint Peri Stimulus Time Histogram (JPSTH).;incollection;1
reference/cn/ShepherdMMCCMMHM14;2017-07-12;SenseLab: Integration of Multidisciplinary Neuroscience Data.;incollection;9
reference/cn/Gorea14;2017-07-12;Perceptual-Motor Dissociation.;incollection;1
reference/cn/Roberts14;2017-07-12;N -Methyl- d -Aspartate (NMDA) Receptors, Conductance Models.;incollection;1
reference/cn/Klassen14;2017-07-12;Epilepsy: Abnormal Ion Channels.;incollection;1
reference/cn/ShidaharaWK14;2017-07-12;Kinetic Models for PET/SPECT Imaging.;incollection;3
reference/cn/TinP14;2017-07-12;Control of Breathing, Integration of Adaptive Reflexes.;incollection;2
reference/cn/Goodhill14;2017-07-12;Cortical Maps, Intrinsic Processes.;incollection;1
reference/cn/KaiserH14;2017-07-12;Wiring Principles, Optimization.;incollection;2
reference/cn/Grun14a;2017-07-12;Surrogate Data for Evaluation of Spike Correlation.;incollection;1
reference/cn/Kilgard14;2019-10-19;Neural Coding of Speech Sounds.;incollection;1
reference/cn/Lopez-Poveda14;2017-07-12;Cochlear Inner Hair Cell, Model.;incollection;1
reference/cn/DrionPSS14;2017-07-12;Calcium-Dependent Potassium Channels.;incollection;4
reference/cn/Osorio14;2017-07-12;Multistability: Stopping Events with Single Pulses.;incollection;1
reference/cn/BadreldinO14;2017-07-12;Neural Decoding.;incollection;2
reference/cn/Destexhe14a;2017-07-12;Kinetic Models of Postsynaptic Currents.;incollection;1
reference/cn/Holmes14a;2017-07-12;Cable Theory: Overview.;incollection;1
reference/cn/Jones14a;2017-07-12;Local Field Potential, Relationship to Electroencephalography (EEG) and Magnetoencephalography (MEG).;incollection;1
reference/cn/Linster14;2017-07-12;Computational Olfaction.;incollection;1
reference/cn/Serre14;2017-07-12;Hierarchical Models of the Visual System.;incollection;1
reference/cn/PopovychT14;2017-07-12;Computational Model-Based Development of Novel Stimulation Algorithms.;incollection;2
reference/cn/SolinasMS14;2017-07-12;High-Voltage-Activated Calcium Channels.;incollection;3
reference/cn/BazhenovK14;2017-09-16;Multistability in Seizure Dynamics.;incollection;2
reference/cn/Zrenner14;2017-07-12;Visual Prosthesis, Subretinal Devices.;incollection;1
reference/cn/Nolan14;2017-07-12;Hyperpolarization-Activated Cyclic Nucleotide-Gated Channels.;incollection;1
reference/cn/Bensmaia14;2017-07-12;Somatosensory Prosthesis.;incollection;1
reference/cn/RiedelRFUEFL14;2017-07-12;BrainMap.;incollection;7
reference/cn/Destexhe14b;2017-07-12;Slow Oscillations and Epilepsy: Network Models.;incollection;1
reference/cn/Choe14b;2017-07-12;Computational Neuroanatomy: Overview.;incollection;1
reference/cn/DagnelieS14;2017-07-12;Prosthetic Vision, Perceptual Effects.;incollection;2
reference/cn/Kawato14;2017-07-12;Brain Machine Interface and Neuroimaging.;incollection;1
reference/cn/Bogacz14;2017-07-12;Basal Ganglia: Beta Oscillations.;incollection;1
reference/cn/Marc14;2017-07-12;Retinal Disease and Remodeling.;incollection;1
reference/cn/Yoshida14;2017-07-12;Peripheral Nerve Signal Processing, Denoising.;incollection;1
reference/cn/Booth14;2017-07-12;Neuronal Model Hand-Tuning.;incollection;1
reference/cn/MohapatraDSJ14;2017-07-12;Modeling Ion Concentrations.;incollection;4
reference/cn/Poirazi14;2017-07-12;Dendritic Computation.;incollection;1
reference/cn/Stanford14;2017-07-12;Decision Making, Motor Planning.;incollection;1
reference/cn/DestexheG14;2017-07-12;LFP Analysis: Overview.;incollection;2
reference/cn/GiszterKB14;2017-07-12;Braided Electrodes.;incollection;3
reference/cn/Knosche14b;2017-07-12;Jansen-Rit Model.;incollection;1
reference/cn/Venugopal14;2017-07-12;Conductance-Based Models of Nonlinear Dynamics in Vertebrate Motoneurons.;incollection;1
reference/cn/Bensmaia14a;2017-07-12;Somatosensory System: Overview.;incollection;1
reference/cn/Canavier14;2017-07-12;Phase Response Curves: Overview.;incollection;1
reference/cn/Davison14;2017-07-12;NineML.;incollection;1
reference/cn/FradyK14;2017-08-02;Computation with Population Codes.;incollection;2
reference/cn/Victor14;2018-05-26;Spike Train Distance.;incollection;1
reference/cn/GilsD14;2017-07-12;Epilepsy: Computational Models.;incollection;2
reference/cn/Binder14;2017-07-12;Brainstem Motoneurons, Models of.;incollection;1
reference/cn/HennigR14;2017-07-12;Auditory Processing in Insects.;incollection;2
reference/cn/BalasubramanianH14;2017-07-12;Cortical Motor Prosthesis.;incollection;2
reference/cn/Canavier14a;2017-07-12;Pulse-Coupled Oscillators.;incollection;1
reference/cn/Palva14;2017-07-12;Phase-Locking Methods.;incollection;1
reference/cn/Lemay14;2017-07-12;Spinal Interfaces: Overview.;incollection;1
reference/cn/MedinaG14;2017-07-12;Mammalian Motor Nerve Fibers, Models of.;incollection;2
reference/cn/Swindale14a;2017-07-12;Self-Organizing Maps.;incollection;1
reference/cn/Gabbiani14;2017-07-12;Invertebrate Sensory Systems: Overview.;incollection;1
reference/cn/Grun14;2017-07-12;Spike Train Analysis: Overview.;incollection;1
reference/cn/PecoraC14;2017-07-12;Master Stability Function for Globally Synchronized Systems.;incollection;2
reference/cn/Yoo14;2019-03-18;Peripheral Nerve Signal Processing, Multipole Cuff Methods.;incollection;1
reference/cn/TsianosL14;2017-07-12;Physiology and Computational Principles of Muscle Force Generation.;incollection;2
reference/cn/Chang14;2017-07-12;Neuromechanics of Joint Coordination.;incollection;1
reference/cn/HuguetR14;2017-07-12;Multistability in Perception Dynamics.;incollection;2
reference/cn/OSheaHP14;2017-07-12;Nitric Oxide Neuromodulation.;incollection;3
reference/cn/Britten14;2017-07-12;CellML.;incollection;1
reference/cn/Eggermont14;2017-07-12;Correlation Analysis of Parallel Spike Trains.;incollection;1
reference/cn/Holmes14e;2017-07-12;Morphoelectrotonic Transform.;incollection;1
reference/cn/Prinz14;2017-07-12;Neuronal Model Optimization.;incollection;1
reference/cn/MiglioreM14;2017-07-12;Olfactory Computation in Mitral-Granule Cell Circuits.;incollection;2
reference/cn/Netoff14b;2017-07-12;Spike Time Response Curve.;incollection;1
reference/cn/InceSP14;2017-07-12;Estimating Information-Theoretic Quantities.;incollection;3
reference/cn/Bethge14;2017-07-12;Efficient Population Coding.;incollection;1
reference/cn/Bowden14;2017-07-12;BrainInfo.;incollection;1
reference/cn/Oxenham14;2017-07-12;Masking and Masking Release.;incollection;1
reference/cn/AllisonK14;2017-07-12;Noninvasive Brain-Computer Interfaces.;incollection;2
